subject_iri,relation,object_iri,subject_label,object_label
http://healthcarekg.org/ontology/thymus_cancer,hasSymptom,http://healthcarekg.org/ontology/purpura_thrombocytopenic_idiopathic,"thymus cancer","Purpura, Thrombocytopenic, Idiopathic"
http://healthcarekg.org/ontology/migraine,hasSymptom,http://healthcarekg.org/ontology/adie_syndrome,"migraine","Adie Syndrome"
http://healthcarekg.org/ontology/colon_cancer,hasSymptom,http://healthcarekg.org/ontology/cachexia,"colon cancer","Cachexia"
http://healthcarekg.org/ontology/head_and_neck_cancer,hasSymptom,http://healthcarekg.org/ontology/earache,"head and neck cancer","Earache"
http://healthcarekg.org/ontology/type_2_diabetes_mellitus,treatedBy,http://healthcarekg.org/ontology/orlistat,"type 2 diabetes mellitus","Orlistat"
http://healthcarekg.org/ontology/vulva_cancer,hasSymptom,http://healthcarekg.org/ontology/pruritus_vulvae,"vulva cancer","Pruritus Vulvae"
http://healthcarekg.org/ontology/multiple_sclerosis,hasSymptom,http://healthcarekg.org/ontology/mental_fatigue,"multiple sclerosis","Mental Fatigue"
http://healthcarekg.org/ontology/hematologic_cancer,treatedBy,http://healthcarekg.org/ontology/mitoxantrone,"hematologic cancer","Mitoxantrone"
http://healthcarekg.org/ontology/pancreatitis,hasSymptom,http://healthcarekg.org/ontology/hypergammaglobulinemia,"pancreatitis","Hypergammaglobulinemia"
http://healthcarekg.org/ontology/urinary_bladder_cancer,treatedBy,http://healthcarekg.org/ontology/thiotepa,"urinary bladder cancer","Thiotepa"
http://healthcarekg.org/ontology/asthma,hasSymptom,http://healthcarekg.org/ontology/hypoventilation,"asthma","Hypoventilation"
http://healthcarekg.org/ontology/allergic_rhinitis,hasSymptom,http://healthcarekg.org/ontology/cough,"allergic rhinitis","Cough"
http://healthcarekg.org/ontology/hypertension,treatedBy,http://healthcarekg.org/ontology/verapamil,"hypertension","Verapamil"
http://healthcarekg.org/ontology/liver_cancer,hasSymptom,http://healthcarekg.org/ontology/abdominal_pain,"liver cancer","Abdominal Pain"
http://healthcarekg.org/ontology/multiple_sclerosis,hasSymptom,http://healthcarekg.org/ontology/paraplegia,"multiple sclerosis","Paraplegia"
http://healthcarekg.org/ontology/narcolepsy,hasSymptom,http://healthcarekg.org/ontology/sleep_paralysis,"Narcolepsy","Sleep Paralysis"
http://healthcarekg.org/ontology/creutzfeldt_jakob_disease,hasSymptom,http://healthcarekg.org/ontology/dystonia,"Creutzfeldt-Jakob disease","Dystonia"
http://healthcarekg.org/ontology/thyroid_cancer,hasSymptom,http://healthcarekg.org/ontology/ataxia_telangiectasia,"thyroid cancer","Ataxia Telangiectasia"
http://healthcarekg.org/ontology/testicular_cancer,treatedBy,http://healthcarekg.org/ontology/cisplatin,"testicular cancer","Cisplatin"
http://healthcarekg.org/ontology/asthma,hasSymptom,http://healthcarekg.org/ontology/respiratory_sounds,"asthma","Respiratory Sounds"
http://healthcarekg.org/ontology/prostate_cancer,hasSymptom,http://healthcarekg.org/ontology/hot_flashes,"prostate cancer","Hot Flashes"
http://healthcarekg.org/ontology/obesity,hasSymptom,http://healthcarekg.org/ontology/ideal_body_weight,"Obesity","Ideal Body Weight"
http://healthcarekg.org/ontology/multiple_sclerosis,treatedBy,http://healthcarekg.org/ontology/prednisone,"multiple sclerosis","Prednisone"
http://healthcarekg.org/ontology/stomach_cancer,hasSymptom,http://healthcarekg.org/ontology/dyspepsia,"stomach cancer","Dyspepsia"
http://healthcarekg.org/ontology/dilated_cardiomyopathy,hasSymptom,http://healthcarekg.org/ontology/kearns_sayre_syndrome,"dilated cardiomyopathy","Kearns-Sayre Syndrome"
http://healthcarekg.org/ontology/head_and_neck_cancer,hasSymptom,http://healthcarekg.org/ontology/eye_manifestations,"head and neck cancer","Eye Manifestations"
http://healthcarekg.org/ontology/migraine,hasSymptom,http://healthcarekg.org/ontology/vomiting,"migraine","Vomiting"
http://healthcarekg.org/ontology/prostate_cancer,hasSymptom,http://healthcarekg.org/ontology/constipation,"prostate cancer","Constipation"
http://healthcarekg.org/ontology/epilepsy_syndrome,hasSymptom,http://healthcarekg.org/ontology/mental_retardation_x_linked,"epilepsy syndrome","Mental Retardation, X-Linked"
http://healthcarekg.org/ontology/head_and_neck_cancer,hasSymptom,http://healthcarekg.org/ontology/anoxia,"head and neck cancer","Anoxia"
http://healthcarekg.org/ontology/alcohol_dependence,hasSymptom,http://healthcarekg.org/ontology/psychomotor_disorders,"alcohol dependence","Psychomotor Disorders"
http://healthcarekg.org/ontology/adrenal_gland_cancer,hasSymptom,http://healthcarekg.org/ontology/flank_pain,"adrenal gland cancer","Flank Pain"
http://healthcarekg.org/ontology/intracranial_aneurysm,hasSymptom,http://healthcarekg.org/ontology/tinnitus,"intracranial aneurysm","Tinnitus"
http://healthcarekg.org/ontology/anemia,hasSymptom,http://healthcarekg.org/ontology/vitreous_hemorrhage,"anemia","Vitreous Hemorrhage"
http://healthcarekg.org/ontology/dental_caries,hasSymptom,http://healthcarekg.org/ontology/taste_disorders,"dental caries","Taste Disorders"
http://healthcarekg.org/ontology/meningioma,hasSymptom,http://healthcarekg.org/ontology/amnesia,"meningioma","Amnesia"
http://healthcarekg.org/ontology/liver_cancer,treatedBy,http://healthcarekg.org/ontology/sorafenib,"liver cancer","Sorafenib"
http://healthcarekg.org/ontology/brain_cancer,hasSymptom,http://healthcarekg.org/ontology/brain_death,"brain cancer","Brain Death"
http://healthcarekg.org/ontology/malignant_mesothelioma,hasSymptom,http://healthcarekg.org/ontology/fever,"malignant mesothelioma","Fever"
http://healthcarekg.org/ontology/lung_cancer,treatedBy,http://healthcarekg.org/ontology/docetaxel,"lung cancer","Docetaxel"
http://healthcarekg.org/ontology/pancreatic_cancer,hasSymptom,http://healthcarekg.org/ontology/anoxia,"pancreatic cancer","Anoxia"
http://healthcarekg.org/ontology/bone_cancer,hasSymptom,http://healthcarekg.org/ontology/monoclonal_gammopathy_of_undetermined_significance,"bone cancer","Monoclonal Gammopathy of Undetermined Significance"
http://healthcarekg.org/ontology/autistic_disorder,hasSymptom,http://healthcarekg.org/ontology/psychomotor_disorders,"autistic disorder","Psychomotor Disorders"
http://healthcarekg.org/ontology/sarcoma,hasSymptom,http://healthcarekg.org/ontology/cough,"sarcoma","Cough"
http://healthcarekg.org/ontology/hypothyroidism,hasSymptom,http://healthcarekg.org/ontology/tetany,"hypothyroidism","Tetany"
http://healthcarekg.org/ontology/prostate_cancer,hasSymptom,http://healthcarekg.org/ontology/dysuria,"prostate cancer","Dysuria"
http://healthcarekg.org/ontology/osteoarthritis,hasSymptom,http://healthcarekg.org/ontology/shoulder_pain,"osteoarthritis","Shoulder Pain"
http://healthcarekg.org/ontology/dental_caries,hasSymptom,http://healthcarekg.org/ontology/oral_manifestations,"dental caries","Oral Manifestations"
http://healthcarekg.org/ontology/duodenum_cancer,hasSymptom,http://healthcarekg.org/ontology/hematemesis,"duodenum cancer","Hematemesis"
http://healthcarekg.org/ontology/systemic_lupus_erythematosus,hasSymptom,http://healthcarekg.org/ontology/abdominal_pain,"systemic lupus erythematosus","Abdominal Pain"
http://healthcarekg.org/ontology/vascular_cancer,hasSymptom,http://healthcarekg.org/ontology/edema,"vascular cancer","Edema"
http://healthcarekg.org/ontology/head_and_neck_cancer,hasSymptom,http://healthcarekg.org/ontology/hearing_loss_bilateral,"head and neck cancer","Hearing Loss, Bilateral"
http://healthcarekg.org/ontology/muscle_cancer,hasSymptom,http://healthcarekg.org/ontology/paralysis,"muscle cancer","Paralysis"
http://healthcarekg.org/ontology/hematologic_cancer,hasSymptom,http://healthcarekg.org/ontology/anorexia,"hematologic cancer","Anorexia"
http://healthcarekg.org/ontology/endogenous_depression,hasSymptom,http://healthcarekg.org/ontology/huntington_disease,"endogenous depression","Huntington Disease"
http://healthcarekg.org/ontology/germ_cell_cancer,hasSymptom,http://healthcarekg.org/ontology/eye_pain,"germ cell cancer","Eye Pain"
http://healthcarekg.org/ontology/epilepsy_syndrome,hasSymptom,http://healthcarekg.org/ontology/ataxia,"epilepsy syndrome","Ataxia"
http://healthcarekg.org/ontology/glaucoma,treatedBy,http://healthcarekg.org/ontology/clonidine,"glaucoma","Clonidine"
http://healthcarekg.org/ontology/parkinson_s_disease,hasSymptom,http://healthcarekg.org/ontology/catalepsy,"Parkinson's disease","Catalepsy"
http://healthcarekg.org/ontology/pancreatitis,hasSymptom,http://healthcarekg.org/ontology/edema,"pancreatitis","Edema"
http://healthcarekg.org/ontology/germ_cell_cancer,hasSymptom,http://healthcarekg.org/ontology/heart_murmurs,"germ cell cancer","Heart Murmurs"
http://healthcarekg.org/ontology/retroperitoneal_cancer,hasSymptom,http://healthcarekg.org/ontology/flank_pain,"retroperitoneal cancer","Flank Pain"
http://healthcarekg.org/ontology/alzheimer_s_disease,hasSymptom,http://healthcarekg.org/ontology/aphasia_broca,"Alzheimer's disease","Aphasia, Broca"
http://healthcarekg.org/ontology/dental_caries,hasSymptom,http://healthcarekg.org/ontology/toothache,"dental caries","Toothache"
http://healthcarekg.org/ontology/alzheimer_s_disease,hasSymptom,http://healthcarekg.org/ontology/sleep_initiation_and_maintenance_disorders,"Alzheimer's disease","Sleep Initiation and Maintenance Disorders"
http://healthcarekg.org/ontology/germ_cell_cancer,hasSymptom,http://healthcarekg.org/ontology/aphasia_broca,"germ cell cancer","Aphasia, Broca"
http://healthcarekg.org/ontology/breast_cancer,hasSymptom,http://healthcarekg.org/ontology/dyssomnias,"breast cancer","Dyssomnias"
http://healthcarekg.org/ontology/skin_cancer,hasSymptom,http://healthcarekg.org/ontology/paraparesis,"skin cancer","Paraparesis"
http://healthcarekg.org/ontology/systemic_lupus_erythematosus,hasSymptom,http://healthcarekg.org/ontology/fatigue,"systemic lupus erythematosus","Fatigue"
http://healthcarekg.org/ontology/malaria,treatedBy,http://healthcarekg.org/ontology/pyrimethamine,"malaria","Pyrimethamine"
http://healthcarekg.org/ontology/attention_deficit_hyperactivity_disorder,hasSymptom,http://healthcarekg.org/ontology/communication_disorders,"attention deficit hyperactivity disorder","Communication Disorders"
http://healthcarekg.org/ontology/alopecia_areata,hasSymptom,http://healthcarekg.org/ontology/down_syndrome,"alopecia areata","Down Syndrome"
http://healthcarekg.org/ontology/kidney_cancer,hasSymptom,http://healthcarekg.org/ontology/back_pain,"kidney cancer","Back Pain"
http://healthcarekg.org/ontology/epilepsy_syndrome,hasSymptom,http://healthcarekg.org/ontology/spinocerebellar_ataxias,"epilepsy syndrome","Spinocerebellar Ataxias"
http://healthcarekg.org/ontology/paget_s_disease_of_bone,hasSymptom,http://healthcarekg.org/ontology/hearing_loss_sensorineural,"Paget's disease of bone","Hearing Loss, Sensorineural"
http://healthcarekg.org/ontology/stomach_cancer,hasSymptom,http://healthcarekg.org/ontology/anorexia,"stomach cancer","Anorexia"
http://healthcarekg.org/ontology/allergic_rhinitis,treatedBy,http://healthcarekg.org/ontology/dexamethasone,"allergic rhinitis","Dexamethasone"
http://healthcarekg.org/ontology/amyotrophic_lateral_sclerosis,hasSymptom,http://healthcarekg.org/ontology/spinocerebellar_ataxias,"amyotrophic lateral sclerosis","Spinocerebellar Ataxias"
http://healthcarekg.org/ontology/alcohol_dependence,hasSymptom,http://healthcarekg.org/ontology/sleep_disorders,"alcohol dependence","Sleep Disorders"
http://healthcarekg.org/ontology/breast_cancer,hasSymptom,http://healthcarekg.org/ontology/diarrhea,"breast cancer","Diarrhea"
http://healthcarekg.org/ontology/asthma,treatedBy,http://healthcarekg.org/ontology/fluticasone_furoate,"asthma","Fluticasone furoate"
http://healthcarekg.org/ontology/pancreatic_cancer,hasSymptom,http://healthcarekg.org/ontology/necrolytic_migratory_erythema,"pancreatic cancer","Necrolytic Migratory Erythema"
http://healthcarekg.org/ontology/type_2_diabetes_mellitus,treatedBy,http://healthcarekg.org/ontology/tolazamide,"type 2 diabetes mellitus","Tolazamide"
http://healthcarekg.org/ontology/ureter_cancer,hasSymptom,http://healthcarekg.org/ontology/flank_pain,"ureter cancer","Flank Pain"
http://healthcarekg.org/ontology/systemic_scleroderma,treatedBy,http://healthcarekg.org/ontology/prednisone,"systemic scleroderma","Prednisone"
http://healthcarekg.org/ontology/abdominal_aortic_aneurysm,hasSymptom,http://healthcarekg.org/ontology/hematemesis,"abdominal aortic aneurysm","Hematemesis"
http://healthcarekg.org/ontology/malaria,treatedBy,http://healthcarekg.org/ontology/clindamycin,"malaria","Clindamycin"
http://healthcarekg.org/ontology/lung_cancer,hasSymptom,http://healthcarekg.org/ontology/shoulder_pain,"lung cancer","Shoulder Pain"
http://healthcarekg.org/ontology/parkinson_s_disease,hasSymptom,http://healthcarekg.org/ontology/tremor,"Parkinson's disease","Tremor"
http://healthcarekg.org/ontology/amyotrophic_lateral_sclerosis,hasSymptom,http://healthcarekg.org/ontology/paresthesia,"amyotrophic lateral sclerosis","Paresthesia"
http://healthcarekg.org/ontology/dilated_cardiomyopathy,hasSymptom,http://healthcarekg.org/ontology/failure_to_thrive,"dilated cardiomyopathy","Failure to Thrive"
http://healthcarekg.org/ontology/multiple_sclerosis,treatedBy,http://healthcarekg.org/ontology/fingolimod,"multiple sclerosis","Fingolimod"
http://healthcarekg.org/ontology/ulcerative_colitis,treatedBy,http://healthcarekg.org/ontology/dexamethasone,"ulcerative colitis","Dexamethasone"
http://healthcarekg.org/ontology/thoracic_aortic_aneurysm,hasSymptom,http://healthcarekg.org/ontology/abdominal_pain,"thoracic aortic aneurysm","Abdominal Pain"
http://healthcarekg.org/ontology/kidney_cancer,hasSymptom,http://healthcarekg.org/ontology/intellectual_disability,"kidney cancer","Intellectual Disability"
http://healthcarekg.org/ontology/glaucoma,treatedBy,http://healthcarekg.org/ontology/methazolamide,"glaucoma","Methazolamide"
http://healthcarekg.org/ontology/kidney_cancer,hasSymptom,http://healthcarekg.org/ontology/jaundice_obstructive,"kidney cancer","Jaundice, Obstructive"
http://healthcarekg.org/ontology/bipolar_disorder,hasSymptom,http://healthcarekg.org/ontology/speech_disorders,"bipolar disorder","Speech Disorders"
http://healthcarekg.org/ontology/chronic_kidney_failure,hasSymptom,http://healthcarekg.org/ontology/proteinuria,"chronic kidney failure","Proteinuria"
http://healthcarekg.org/ontology/germ_cell_cancer,hasSymptom,http://healthcarekg.org/ontology/hearing_loss,"germ cell cancer","Hearing Loss"
http://healthcarekg.org/ontology/idiopathic_pulmonary_fibrosis,hasSymptom,http://healthcarekg.org/ontology/dyspnea,"idiopathic pulmonary fibrosis","Dyspnea"
http://healthcarekg.org/ontology/melanoma,treatedBy,http://healthcarekg.org/ontology/bleomycin,"melanoma","Bleomycin"
http://healthcarekg.org/ontology/germ_cell_cancer,hasSymptom,http://healthcarekg.org/ontology/gerstmann_syndrome,"germ cell cancer","Gerstmann Syndrome"
http://healthcarekg.org/ontology/head_and_neck_cancer,hasSymptom,http://healthcarekg.org/ontology/vocal_cord_paralysis,"head and neck cancer","Vocal Cord Paralysis"
http://healthcarekg.org/ontology/urinary_bladder_cancer,hasSymptom,http://healthcarekg.org/ontology/quadriplegia,"urinary bladder cancer","Quadriplegia"
http://healthcarekg.org/ontology/ulcerative_colitis,treatedBy,http://healthcarekg.org/ontology/azathioprine,"ulcerative colitis","Azathioprine"
http://healthcarekg.org/ontology/behcet_s_disease,hasSymptom,http://healthcarekg.org/ontology/facial_paralysis,"Behcet's disease","Facial Paralysis"
http://healthcarekg.org/ontology/malaria,hasSymptom,http://healthcarekg.org/ontology/neurologic_manifestations,"malaria","Neurologic Manifestations"
http://healthcarekg.org/ontology/chronic_obstructive_pulmonary_disease,treatedBy,http://healthcarekg.org/ontology/arformoterol,"chronic obstructive pulmonary disease","Arformoterol"
http://healthcarekg.org/ontology/cleft_lip,hasSymptom,http://healthcarekg.org/ontology/communication_disorders,"cleft lip","Communication Disorders"
http://healthcarekg.org/ontology/azoospermia,hasSymptom,http://healthcarekg.org/ontology/overweight,"azoospermia","Overweight"
http://healthcarekg.org/ontology/cervical_cancer,hasSymptom,http://healthcarekg.org/ontology/pelvic_pain,"cervical cancer","Pelvic Pain"
http://healthcarekg.org/ontology/stomach_cancer,hasSymptom,http://healthcarekg.org/ontology/body_weight,"stomach cancer","Body Weight"
http://healthcarekg.org/ontology/spinal_cancer,hasSymptom,http://healthcarekg.org/ontology/paralysis,"spinal cancer","Paralysis"
http://healthcarekg.org/ontology/bone_cancer,hasSymptom,http://healthcarekg.org/ontology/back_pain,"bone cancer","Back Pain"
http://healthcarekg.org/ontology/hepatitis_b,hasSymptom,http://healthcarekg.org/ontology/purpura_schoenlein_henoch,"hepatitis B","Purpura, Schoenlein-Henoch"
http://healthcarekg.org/ontology/uterine_cancer,hasSymptom,http://healthcarekg.org/ontology/urinary_incontinence,"uterine cancer","Urinary Incontinence"
http://healthcarekg.org/ontology/allergic_rhinitis,treatedBy,http://healthcarekg.org/ontology/betamethasone,"allergic rhinitis","Betamethasone"
http://healthcarekg.org/ontology/allergic_rhinitis,treatedBy,http://healthcarekg.org/ontology/montelukast,"allergic rhinitis","Montelukast"
http://healthcarekg.org/ontology/breast_cancer,treatedBy,http://healthcarekg.org/ontology/lapatinib,"breast cancer","Lapatinib"
http://healthcarekg.org/ontology/lymphatic_system_cancer,treatedBy,http://healthcarekg.org/ontology/vincristine,"lymphatic system cancer","Vincristine"
http://healthcarekg.org/ontology/celiac_disease,hasSymptom,http://healthcarekg.org/ontology/diarrhea_infantile,"celiac disease","Diarrhea, Infantile"
http://healthcarekg.org/ontology/breast_cancer,hasSymptom,http://healthcarekg.org/ontology/sensation_disorders,"breast cancer","Sensation Disorders"
http://healthcarekg.org/ontology/crohn_s_disease,treatedBy,http://healthcarekg.org/ontology/azathioprine,"Crohn's disease","Azathioprine"
http://healthcarekg.org/ontology/migraine,hasSymptom,http://healthcarekg.org/ontology/hemiplegia,"migraine","Hemiplegia"
http://healthcarekg.org/ontology/germ_cell_cancer,hasSymptom,http://healthcarekg.org/ontology/opsoclonus_myoclonus_syndrome,"germ cell cancer","Opsoclonus-Myoclonus Syndrome"
http://healthcarekg.org/ontology/liver_cancer,hasSymptom,http://healthcarekg.org/ontology/anorexia,"liver cancer","Anorexia"
http://healthcarekg.org/ontology/systemic_scleroderma,hasSymptom,http://healthcarekg.org/ontology/trismus,"systemic scleroderma","Trismus"
http://healthcarekg.org/ontology/sarcoma,hasSymptom,http://healthcarekg.org/ontology/back_pain,"sarcoma","Back Pain"
http://healthcarekg.org/ontology/nephrolithiasis,hasSymptom,http://healthcarekg.org/ontology/abdomen_acute,"nephrolithiasis","Abdomen, Acute"
http://healthcarekg.org/ontology/fallopian_tube_cancer,hasSymptom,http://healthcarekg.org/ontology/dysmenorrhea,"fallopian tube cancer","Dysmenorrhea"
http://healthcarekg.org/ontology/ulcerative_colitis,treatedBy,http://healthcarekg.org/ontology/betamethasone,"ulcerative colitis","Betamethasone"
http://healthcarekg.org/ontology/brain_cancer,hasSymptom,http://healthcarekg.org/ontology/speech_disorders,"brain cancer","Speech Disorders"
http://healthcarekg.org/ontology/epilepsy_syndrome,hasSymptom,http://healthcarekg.org/ontology/blindness_cortical,"epilepsy syndrome","Blindness, Cortical"
http://healthcarekg.org/ontology/refractive_error,hasSymptom,http://healthcarekg.org/ontology/anisocoria,"refractive error","Anisocoria"
http://healthcarekg.org/ontology/parkinson_s_disease,hasSymptom,http://healthcarekg.org/ontology/dysphonia,"Parkinson's disease","Dysphonia"
http://healthcarekg.org/ontology/muscle_cancer,hasSymptom,http://healthcarekg.org/ontology/urinary_bladder_neurogenic,"muscle cancer","Urinary Bladder, Neurogenic"
http://healthcarekg.org/ontology/psoriasis,hasSymptom,http://healthcarekg.org/ontology/nausea,"psoriasis","Nausea"
http://healthcarekg.org/ontology/head_and_neck_cancer,hasSymptom,http://healthcarekg.org/ontology/headache,"head and neck cancer","Headache"
http://healthcarekg.org/ontology/type_1_diabetes_mellitus,hasSymptom,http://healthcarekg.org/ontology/polydipsia,"type 1 diabetes mellitus","Polydipsia"
http://healthcarekg.org/ontology/meningioma,hasSymptom,http://healthcarekg.org/ontology/paraparesis,"meningioma","Paraparesis"
http://healthcarekg.org/ontology/acquired_immunodeficiency_syndrome,hasSymptom,http://healthcarekg.org/ontology/retinal_hemorrhage,"acquired immunodeficiency syndrome","Retinal Hemorrhage"
http://healthcarekg.org/ontology/psoriatic_arthritis,hasSymptom,http://healthcarekg.org/ontology/arthralgia,"psoriatic arthritis","Arthralgia"
http://healthcarekg.org/ontology/asthma,hasSymptom,http://healthcarekg.org/ontology/fetal_hypoxia,"asthma","Fetal Hypoxia"
http://healthcarekg.org/ontology/testicular_cancer,treatedBy,http://healthcarekg.org/ontology/methotrexate,"testicular cancer","Methotrexate"
http://healthcarekg.org/ontology/hypertension,hasSymptom,http://healthcarekg.org/ontology/sleep_apnea_syndromes,"hypertension","Sleep Apnea Syndromes"
http://healthcarekg.org/ontology/mediastinal_cancer,hasSymptom,http://healthcarekg.org/ontology/cyanosis,"mediastinal cancer","Cyanosis"
http://healthcarekg.org/ontology/amyotrophic_lateral_sclerosis,hasSymptom,http://healthcarekg.org/ontology/muscular_atrophy,"amyotrophic lateral sclerosis","Muscular Atrophy"
http://healthcarekg.org/ontology/sarcoma,hasSymptom,http://healthcarekg.org/ontology/jaundice_obstructive,"sarcoma","Jaundice, Obstructive"
http://healthcarekg.org/ontology/ovarian_cancer,treatedBy,http://healthcarekg.org/ontology/altretamine,"ovarian cancer","Altretamine"
http://healthcarekg.org/ontology/hematologic_cancer,treatedBy,http://healthcarekg.org/ontology/pentostatin,"hematologic cancer","Pentostatin"
http://healthcarekg.org/ontology/paget_s_disease_of_bone,hasSymptom,http://healthcarekg.org/ontology/hearing_disorders,"Paget's disease of bone","Hearing Disorders"
http://healthcarekg.org/ontology/pancreatitis,hasSymptom,http://healthcarekg.org/ontology/colic,"pancreatitis","Colic"
http://healthcarekg.org/ontology/tracheal_cancer,hasSymptom,http://healthcarekg.org/ontology/vocal_cord_paralysis,"tracheal cancer","Vocal Cord Paralysis"
http://healthcarekg.org/ontology/testicular_cancer,hasSymptom,http://healthcarekg.org/ontology/down_syndrome,"testicular cancer","Down Syndrome"
http://healthcarekg.org/ontology/malaria,treatedBy,http://healthcarekg.org/ontology/artemether,"malaria","Artemether"
http://healthcarekg.org/ontology/pancreatic_cancer,treatedBy,http://healthcarekg.org/ontology/doxorubicin,"pancreatic cancer","Doxorubicin"
http://healthcarekg.org/ontology/lung_cancer,hasSymptom,http://healthcarekg.org/ontology/respiratory_sounds,"lung cancer","Respiratory Sounds"
http://healthcarekg.org/ontology/migraine,hasSymptom,http://healthcarekg.org/ontology/hyperventilation,"migraine","Hyperventilation"
http://healthcarekg.org/ontology/amyotrophic_lateral_sclerosis,hasSymptom,http://healthcarekg.org/ontology/sleep_apnea_syndromes,"amyotrophic lateral sclerosis","Sleep Apnea Syndromes"
http://healthcarekg.org/ontology/brain_cancer,hasSymptom,http://healthcarekg.org/ontology/tinnitus,"brain cancer","Tinnitus"
http://healthcarekg.org/ontology/hypertension,treatedBy,http://healthcarekg.org/ontology/mecamylamine,"hypertension","Mecamylamine"
http://healthcarekg.org/ontology/jejunal_cancer,hasSymptom,http://healthcarekg.org/ontology/abdominal_pain,"jejunal cancer","Abdominal Pain"
http://healthcarekg.org/ontology/uterine_cancer,hasSymptom,http://healthcarekg.org/ontology/pelvic_pain,"uterine cancer","Pelvic Pain"
http://healthcarekg.org/ontology/malaria,hasSymptom,http://healthcarekg.org/ontology/hypergammaglobulinemia,"malaria","Hypergammaglobulinemia"
http://healthcarekg.org/ontology/parkinson_s_disease,hasSymptom,http://healthcarekg.org/ontology/rem_sleep_parasomnias,"Parkinson's disease","REM Sleep Parasomnias"
http://healthcarekg.org/ontology/celiac_disease,hasSymptom,http://healthcarekg.org/ontology/failure_to_thrive,"celiac disease","Failure to Thrive"
http://healthcarekg.org/ontology/kidney_cancer,hasSymptom,http://healthcarekg.org/ontology/flank_pain,"kidney cancer","Flank Pain"
http://healthcarekg.org/ontology/head_and_neck_cancer,hasSymptom,http://healthcarekg.org/ontology/hearing_loss_sensorineural,"head and neck cancer","Hearing Loss, Sensorineural"
http://healthcarekg.org/ontology/uterine_fibroid,hasSymptom,http://healthcarekg.org/ontology/urinary_incontinence_stress,"uterine fibroid","Urinary Incontinence, Stress"
http://healthcarekg.org/ontology/migraine,treatedBy,http://healthcarekg.org/ontology/topiramate,"migraine","Topiramate"
http://healthcarekg.org/ontology/alopecia_areata,hasSymptom,http://healthcarekg.org/ontology/pruritus,"alopecia areata","Pruritus"
http://healthcarekg.org/ontology/anemia,hasSymptom,http://healthcarekg.org/ontology/emaciation,"anemia","Emaciation"
http://healthcarekg.org/ontology/narcolepsy,hasSymptom,http://healthcarekg.org/ontology/rem_sleep_behavior_disorder,"Narcolepsy","REM Sleep Behavior Disorder"
http://healthcarekg.org/ontology/nicotine_dependence,hasSymptom,http://healthcarekg.org/ontology/postoperative_nausea_and_vomiting,"nicotine dependence","Postoperative Nausea and Vomiting"
http://healthcarekg.org/ontology/rheumatoid_arthritis,hasSymptom,http://healthcarekg.org/ontology/neuralgia,"rheumatoid arthritis","Neuralgia"
http://healthcarekg.org/ontology/autistic_disorder,hasSymptom,http://healthcarekg.org/ontology/language_disorders,"autistic disorder","Language Disorders"
http://healthcarekg.org/ontology/testicular_cancer,hasSymptom,http://healthcarekg.org/ontology/hirsutism,"testicular cancer","Hirsutism"
http://healthcarekg.org/ontology/thymus_cancer,hasSymptom,http://healthcarekg.org/ontology/myoclonus,"thymus cancer","Myoclonus"
http://healthcarekg.org/ontology/breast_cancer,hasSymptom,http://healthcarekg.org/ontology/weight_gain,"breast cancer","Weight Gain"
http://healthcarekg.org/ontology/psoriatic_arthritis,hasSymptom,http://healthcarekg.org/ontology/edema,"psoriatic arthritis","Edema"
http://healthcarekg.org/ontology/adrenal_gland_cancer,hasSymptom,http://healthcarekg.org/ontology/low_back_pain,"adrenal gland cancer","Low Back Pain"
http://healthcarekg.org/ontology/type_2_diabetes_mellitus,treatedBy,http://healthcarekg.org/ontology/repaglinide,"type 2 diabetes mellitus","Repaglinide"
http://healthcarekg.org/ontology/multiple_sclerosis,hasSymptom,http://healthcarekg.org/ontology/orthostatic_intolerance,"multiple sclerosis","Orthostatic Intolerance"
http://healthcarekg.org/ontology/melanoma,hasSymptom,http://healthcarekg.org/ontology/tinea_pedis,"melanoma","Tinea Pedis"
http://healthcarekg.org/ontology/acquired_immunodeficiency_syndrome,hasSymptom,http://healthcarekg.org/ontology/chorea,"acquired immunodeficiency syndrome","Chorea"
http://healthcarekg.org/ontology/multiple_sclerosis,hasSymptom,http://healthcarekg.org/ontology/neuralgia,"multiple sclerosis","Neuralgia"
http://healthcarekg.org/ontology/celiac_disease,hasSymptom,http://healthcarekg.org/ontology/purpura,"celiac disease","Purpura"
http://healthcarekg.org/ontology/adrenal_gland_cancer,hasSymptom,http://healthcarekg.org/ontology/polydipsia,"adrenal gland cancer","Polydipsia"
http://healthcarekg.org/ontology/glaucoma,treatedBy,http://healthcarekg.org/ontology/metipranolol,"glaucoma","Metipranolol"
http://healthcarekg.org/ontology/pharynx_cancer,hasSymptom,http://healthcarekg.org/ontology/sleep_apnea_obstructive,"pharynx cancer","Sleep Apnea, Obstructive"
http://healthcarekg.org/ontology/malaria,treatedBy,http://healthcarekg.org/ontology/dapsone,"malaria","Dapsone"
http://healthcarekg.org/ontology/germ_cell_cancer,hasSymptom,http://healthcarekg.org/ontology/brain_death,"germ cell cancer","Brain Death"
http://healthcarekg.org/ontology/amyotrophic_lateral_sclerosis,hasSymptom,http://healthcarekg.org/ontology/ophthalmoplegia,"amyotrophic lateral sclerosis","Ophthalmoplegia"
